Question;81;0
Question;20;0
Question;5;0
Question;18;0
Question;8;0
Question;53;0
Question;84;0
Question;11;0
Question;83;0
Question;9;0
Question;93;0
Question;15;0
Question;82;0
Question;85;0
Question;91;0
Question;19;0
Question;79;0
Question;48;0
Question;17;0
Question;12;0
Question;90;0
Question;14;0
Question;13;0
Question;7;0
Answer;58;0
Answer;305;0
Answer;315;0
Answer;50;0
Answer;21;0
Answer;27;0
Answer;209;0
Answer;217;0
Answer;210;0
Answer;56;0
Answer;218;0
Answer;213;0
Answer;316;0
Answer;304;0
Answer;223;0
Answer;314;0
Answer;130;0
Answer;61;0
Answer;36;0
Answer;220;0
Answer;216;0
Answer;208;0
Answer;211;0
Answer;225;0
Answer;33;0
Answer;49;0
Answer;141;0
Answer;224;0
Answer;206;0
Answer;19;0
Answer;37;0
Answer;303;0
Answer;222;0
Answer;42;0
Answer;47;0
Answer;57;0
Answer;214;0
Answer;29;0
Answer;215;0
Answer;53;0
Answer;219;0
Answer;277;0
Answer;44;0
Answer;32;0
Answer;28;0
Answer;221;0
Answer;43;0
Answer;48;0
Answer;46;0
Answer;201;0
Answer;131;0
Answer;308;0
Answer;307;0
Answer;200;0
Answer;51;0
Answer;35;0
Answer;54;0
Answer;60;0
Answer;64;0
Answer;30;0
Answer;198;0
Answer;20;0
Answer;18;0
Answer;31;0
Answer;63;0
Answer;199;0
Answer;45;0
Answer;313;0
Answer;207;0
Answer;212;0
Answer;62;0
Answer;306;0
Answer;34;0
Answer;55;0
Answer;26;0
Answer;52;0
Answer;276;0
Answer;-1;0
Mis;`<` is `not >`;1;0;0;0;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0
Mis;Backwards chaining;1;0;0;0;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0
Mis;`print()` needs input;1;0;0;0;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0
Mis;Blank last slice non-inclusive;1;0;0;0;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0
Mis;Return frame bypass;1;0;0;0;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0
Mis;Functions must have input;1;0;0;0;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0
Mis;No Boolean literals;1;0;0;0;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0
Mis;String equality isn't case sensitive;1;0;0;0;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0
Mis;Single letter variables;1;0;0;0;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0
Mis;`return` on `def` indentation level;1;0;0;0;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0
Mis;Iterable repetition interleaves;1;0;0;0;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0
Mis;Sequenced conditionals;1;0;0;0;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0
Mis;`input()` includes newline;1;0;0;0;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;1
Mis;Concat with single element;1;0;0;0;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0
